canonical_smiles,8_797.0,9_208.0,238_1262.0
COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1NCC1CCNCC1,0.0,,
Cc1n[nH]c(C)c1-c1ccc2c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)n[nH]c2c1,0.0,,
NC1CCN(c2ncnc3[nH]ccc23)CC1,0.0,,
O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,0.0,0.0,
C=CCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,0.0,0.0,
c1ccc(CC2CCNC3(CCN(c4ncnc5[nH]cnc45)CC3)C2)cc1,0.0,,
NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.0,,
c1ccc(CC2CCC3(CCN(c4ncnc5[nH]cnc45)CC3)NC2)cc1,0.0,,
O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,0.0,0.0,
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,0.0,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCCN=C=S)cc3)nc2n1C1CCCC1,0.0,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,0.0,0.0,
CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,0.0,0.0,
CNCc1ccc(-c2ncnc3[nH]cnc23)cc1,0.0,,
COC(=O)Nc1cc(-c2c(C3CC3)n[nH]c2C)cc2[nH]ncc12,0.0,,
NCCc1ccc(-c2ncnc3[nH]cnc23)cc1,0.0,,
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,0.0,0.0,
O=C1N/C(=N/c2ccccc2Cl)S/C1=C1\C(=O)Nc2ccc(F)cc21,0.0,,
CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,,1.0,
C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4-c4ccc(F)cc4)c23)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(C(C)C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)CN(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(Cl)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(OC)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C3CCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,1.0,
Clc1ccccc1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,,0.0,
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,,0.0,
CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,,0.0,
C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,,0.0,
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1,,0.0,
O=c1[nH]c2ncc(-c3ccc(-c4nc[nH]n4)cc3)nc2n1CCC1CCOCC1,,0.0,
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,0.0,0.0
Cc1ccc(NC(=O)C2(C(=O)Nc3ccc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)cc3)CC2)cc1,,0.0,
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,0.0,
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,0.0,
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,,0.0,
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,0.0,
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,,0.0,
C=CC(=O)Nc1cccc(N2C(=O)C3CCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,0.0,
CCc1cc(NC(=O)Nc2ccc(-c3cnc(Nc4cc(N5CCN(CC)CC5)ncn4)s3)cc2)no1,,,1.0
CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,,1.0,
CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3)nc21,,1.0,
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,,1.0,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,,0.0
CN1CCN(c2ccc(-n3cc(-c4ccncc4OCC4CCNCC4)cn3)cc2)CC1,,,0.0
[H]c1c([H])c([H])c(-c2nnc(C([H])([H])n3c(C([H])([H])N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc4c([H])c([H])c([H])c([H])c43)o2)c(Cl)c1[H],0,,
[H]OC([H])([H])C([H])([H])Oc1nc(C2(C([H])([H])F)C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(-c2c([H])c(N([H])C(=O)c3c([H])nnc(C(F)(F)F)c3[H])c([H])c([H])c2C([H])([H])[H])c1[H],0,,
[H]c1c(OC([H])([H])[H])c(Cl)c(-c2c([H])c([H])c3c(N([H])C(=O)c4c([H])c([H])c(N5C([H])([H])C([H])(C([H])([H])[H])[N+]([H])([H])C([H])(C([H])([H])[H])C5([H])[H])c([H])c4[H])n([H])nc3c2[H])c(Cl)c1OC([H])([H])[H],0,,
[H]c1nc(N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c(-c2c([H])c([H])c3c(nc([H])n3-c3sc(C(=O)N([H])[H])c(OC([H])(c4c([H])c([H])c([H])c([H])c4Cl)C([H])([H])[H])c3[H])c2[H])c1[H],0,,
[H]/C(C(=O)OC([H])([H])[H])=C1/S/C(=N\C(=O)c2c([H])c([H])c([H])c([H])c2[H])N(c2c([H])c([H])c([H])c([H])c2N2C(=O)/C(=C(\[H])C(=O)OC([H])([H])[H])S/C2=N\C(=O)c2c([H])c([H])c([H])c([H])c2[H])C1=O,,0,
[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c(-c2c([H])c([H])c(C([H])(C([H])([H])c3c([H])c([H])c(OC([H])([H])C([H])([H])Oc4c(Cl)c([H])c(C([H])([H])[H])c([H])c4Cl)c([H])c3[H])C([H])([H])[N+]([H])([H])[H])c(C([H])([H])[H])c2[H])c1[H],0,,0
[H]c1c(Sc2nnc3c([H])c([H])c(OC4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nn23)c([H])c2sc(N([H])C(=O)N([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc2c1[H],0,,
[H]c1nn(-c2c([H])c([H])c(C([H])([H])[H])c([H])c2C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])c2nc(-c3c([H])c([H])c([H])c([H])c3[H])nn2[H])nc1[H],0,,
[H]c1c([H])c(Oc2c([H])c(F)c([H])c(N([H])c3c([H])c([H])c(I)c([H])c3F)c2C(=O)N([H])[H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H],0,,
[H]c1nc(C([H])([H])C([H])([H])C([H])([H])[H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])c1c([H])c([H])c2oc(=O)n([H])c2c1[H],,0,
[H]c1c(F)c(F)c([H])c(C([H])([H])C([H])(C([H])([H])C(=O)N2C([H])([H])C([H])([H])n3c(C(F)(F)F)nnc3C2([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])[N+]([H])([H])[H])c1F,,0,
[H]c1nc2c(c(C([H])([H])[H])nn2C2([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c(Cl)c1C(=O)N([H])c1c([H])c([H])c(C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],0,,
[H]OC1(C#CC([H])([H])[H])C([H])([H])C([H])([H])C2([H])C3([H])C(=C4C(=C([H])C(=O)C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])C([H])(c3c([H])c([H])c(P(=O)(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])C([H])([H])C12C([H])([H])[H],,0,
[H]OC([H])([H])C([H])(c1sc(C([H])(N([H])C(=O)C([H])(N([H])C(=O)OC([H])([H])[H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])C(F)(F)F)c([H])c1[H])N(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c2nnn([H])c2c1[H],,0,
[H]ON(C(=S)N([H])C([H])([H])c1c([H])c([H])c([N-]S(=O)(=O)C([H])([H])[H])c(F)c1[H])C([H])([H])C([H])(C([H])([H])OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],,0,
[H]c1nc(C([H])(n2c([H])c([H])c3nc([H])c(-c4nc(C([H])(C([H])([H])[H])C([H])([H])[H])n(C56C([H])([H])C(N7C([H])([H])C([H])([H])OC([H])([H])C7([H])[H])(C5([H])[H])C6([H])[H])c4[H])c([H])c32)C([H])([H])[H])c([H])c([H])c1[H],,0,
[H]c1c([H])c(C2=C(c3c([H])c([H])c(OC(F)(F)F)c([H])c3F)C([H])([H])C([H])([H])C([H])([H])c3c([H])c(C(=O)[O-])c([H])c([H])c32)c([H])c([H])c1OC1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C([H])([H])F)C1([H])[H],,0,
[H]OC(c1c([H])c([H])nc([H])c1[H])(c1c([H])c([H])c2nc(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(-c3c([H])c([H])c([H])c([H])c3[H])c(Cl)c2c1[H])c1c([H])nc([H])n1C([H])([H])[H],0,,
[H]N(C(=O)C1([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])(C(=O)N([H])C([H])(C(=O)N1C([H])([H])C2(C([H])([H])C1([H])C(=O)N([H])C1(C(=O)[N-]S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C21C([H])([H])C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,0,
[H]OC1=C2C(=C([H])C1([H])[H])N(c1c([H])c([H])c([H])c(C(F)(F)F)c1[H])C(=O)N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H])C2([H])c1c([H])c([H])c(C#N)c([H])c1[H],,,0
[H]C([H])=C([H])C([H])([H])C([H])([H])N([H])c1nc(N([H])C([H])([H])c2nc(-c3sc([H])c([H])c3[H])sc2[H])nc(N2C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])n1,,0,
[H]c1nc(N([H])C2([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(F)c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])nc(-c2c(-c3c([H])c([H])c(F)c([H])c3[H])nc3sc([H])c([H])n23)c1[H],0,0,
[H]c1nc([H])c(N2C([H])([H])c3c([H])c(C(=O)N([H])c4c([H])c(C(F)(F)F)c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c4[H])c([H])c([H])c3C([H])(C([H])([H])[H])C2([H])[H])c([H])n1,0,,
[H]c1nc([H])c(F)c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])[N+]([H])([H])[H])c(-c3c([H])c([H])c([H])c(C(=O)N([H])c4c([H])c([H])c(N(C([H])([H])[H])C5([H])C(=O)OC([H])([H])C5([H])[H])c([H])c4[H])c3[H])c2[H])c1[H],,0,
[H]c1nc2[n-]c(=O)c([H])nc2c(Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c(F)c2[H])c1[H],,0,
[H]c1nc([H])c2c(c1[H])C([H])([H])N(C(=O)N([H])c1c([H])c([H])c(N3C([H])([H])C([H])(C(=O)N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3([H])[H])c([H])c1[H])C2([H])[H],0,0,
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Oc1nc2c([H])c([H])c(C([H])(c3c([H])c([H])c(Cl)c([H])c3[H])c3c([H])c([H])c(Cl)c([H])c3[H])c([H])c2c(N([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)C(F)(F)F)C([H])([H])C2([H])[H])c1[H],,0,
[H]c1c(F)c([H])c2c(c1[H])c(C([H])([H])C1([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N([H])C([H])([H])[H])C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(F)C1([H])[H])c(-c1nc3c([H])c(F)c([H])c([H])c3n1C([H])([H])C1([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N([H])C([H])([H])[H])C([H])([H])[H])C3([H])C([H])([H])C3([H])[H])C([H])([H])C([H])(F)C1([H])[H])n2[H],,0,
[H]c1nc(-c2c([H])c(OC([H])([H])C3(F)C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c(C(=O)N([H])C([H])(c3c([H])nc(C(F)(F)F)nc3[H])C([H])([H])[H])c2[H])sc1C([H])([H])[H],0,,
[H]Oc1c([H])c([H])c(N(C(=O)c2c([H])c(-c3c([H])c(F)c(OC([H])([H])[H])c([H])c3C(=O)N3C([H])([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C3([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])n(C([H])([H])[H])c2C([H])([H])[H])c2c([H])c(C#N)n(C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],0,,
[H]c1c([H])c(C([H])([H])C(=O)N([H])c2noc3c2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c1-c1nn([H])c(=O)c2c([H])c([H])c([H])c([H])c12,0,0,
[H]Oc1c([H])c([H])c(F)c([H])c1-c1nc([H])c(OC([H])([H])C([H])(N([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1-c1c([H])c([H])c2c(c(C([H])([H])[H])nn2[H])c1[H],0,0,
[H]c1nc(C(F)(F)F)c(Sc2c(N([H])[H])nc(N3C([H])([H])C([H])([H])C4(C([H])([H])C3([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C(F)(F)F)C4([H])[N+]([H])([H])[H])n(C([H])([H])[H])c2=O)c([H])c1[H],0,,
[H]c1nc(Oc2c([H])c([H])c(-c3nc4c([H])c(Cl)c([H])c([H])c4n3[H])c([H])c2[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C([H])([H])C12C(=O)[N-]C(=O)N([H])C2=O,0,,
[H]OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(-c2oc3nc([H])nc(N([H])C([H])([H])C([H])([H])c4c([H])c([H])c(N([H])C(=O)N([H])c5c([H])c([H])c([H])c([H])c5[H])c([H])c4[H])c3c2[H])c([H])c1[H],,0,
[H]c1nn(-c2c([H])c([H])c(C([H])([H])[H])c([H])c2C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2(c2nc3c([H])c(C(F)(F)F)c(F)c([H])c3n2[H])C([H])([H])[H])nc1[H],0,0,
[H]c1c([H])c(OC(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c([H])c(C(=O)c2nc3c([H])c([H])c([H])c([H])c3s2)c1[H],0,,
[H]c1c([H])c(-c2nc3c([H])c([H])c([H])c([H])n3c2C([H])([H])N2C([H])([H])C([H])([H])N(C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1Br,,0,
[H]OC1(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N(C([H])([H])[H])S(=O)(=O)c2sc([H])c([H])c2[H])C([H])([H])C1([H])[H],0,,
[H]/N=C(/c1c([H])c(-c2c([H])c(F)c([H])c3c2N([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)N3[H])c([H])c([H])c1N([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0,,
[H]/C(=C(/[H])c1c(C([H])([H])[H])nc([H])c(C#N)c1N([H])c1c([H])c([H])c2c(c([H])c([H])n2[H])c1C([H])([H])[H])c1c([H])c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c1[H],0,,
[H]c1c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(-c3c([H])c([H])c4nc(N([H])c5c([H])c([H])c(N6C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C6([H])[H])c([H])c5OC([H])([H])[H])nn4c3[H])c([H])c2[H])c([H])c([H])c1F,0,,
[H]c1nc2nn([H])c(OC([H])([H])[H])c2c([H])c1-c1nnn(-c2c(F)c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c([H])c(Cl)c3[H])c2F)c1[H],,0,
[H]c1nc([H])c([H])c(C([H])([H])C([H])(c2c([H])c([H])c(N(S(=O)(=O)C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c1[H],0,,
[H]c1c([H])c([H])c(C(F)(F)F)c(C(=O)N([H])c2c([H])c(C(=O)N([H])c3c([H])c([H])c([H])c(Cl)c3C([H])([H])[H])c3nc(N([H])C([H])([H])C(=O)[O-])n([H])c3c2[H])c1[H],,0,
[H]c1c([H])c(C(=O)N([H])[H])c2c(c1[H])C([H])(C([H])([H])[H])N(c1c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H])C2=O,,0,
[H]c1nc(-c2nnn[n-]2)c([H])c([H])c1C1([H])C([H])([H])C1([H])c1c([H])c([H])c(OC([H])([H])c2c(-c3c(Cl)c([H])c([H])c([H])c3Cl)noc2C2([H])C([H])([H])C2([H])[H])c([H])c1Cl,,0,
[H]c1nc(N(C(=O)N([H])C([H])([H])[H])c2c([H])c([H])c(-c3c([H])c([H])c(Cl)c(C([H])([H])[H])c3[H])c([H])c2OC([H])([H])[H])c([H])c([H])c1S(=O)(=O)N([H])c1noc([H])c1[H],0,,
[H]c1nc([H])c(C([H])([H])OC(=O)N([H])C([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])nc([H])n2[H])C([H])([H])C([H])(N([H])C(=O)OC([H])([H])c2nc([H])c([H])s2)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])s1,,0,
[H]Oc1c([H])c([H])c([H])c(-c2c([H])c([H])c3c(-c4c([H])c([H])c([H])c(N([H])S(=O)(=O)c5c([H])c([H])c([H])c([H])c5F)c4[H])c(O[H])c([H])c([H])c3c2[H])c1[H],0,,
[H]c1nc2c([H])c([H])c([H])c(N([H])/C(=N\C#N)N3C([H])([H])C([H])([H])N(C(=O)N([H])c4c([H])c([H])c(Cl)c([H])c4[H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c2c([H])c1[H],,0,
[H]c1nc(Oc2c([H])c([H])c([H])c(-c3c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[N+]4([H])C([H])([H])C([H])(C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C4([H])[H])c([H])c3[H])c2[H])c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)c3nn(C([H])([H])[H])c(C([H])([H])[H])c3[H])C([H])([H])C2([H])[H])c([H])c1F,,0,
[H]c1nc2nc(-c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3[H])n([H])c2c(-c2c([H])c([H])c(OC3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(C#N)c2[H])c1[H],0,,0
[H]c1c([H])c(-c2c(C([H])([H])[H])c([H])c(-c3nc([H])n(C([H])([H])[H])c(=O)c3[H])c([H])c2C([H])([H])[H])c2c(c1F)C([H])(N([H])c1c([H])c3c(c([H])[n+]1[H])C([H])(C([H])([H])C(=O)[O-])C([H])([H])O3)C([H])([H])C2([H])[H],0,,
[H]c1c([H])c([H])c(C([H])([H])N([H])c2nc(N([H])c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3OC([H])([H])[H])[n+]([H])c3c2C([H])(C([H])([H])[H])C([H])([H])N3[H])c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c1[H],,0,
[H]/C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])(n2nc(-c3c([H])c([H])c(Oc4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])c3c(N([H])[H])nc([H])nc32)C1([H])[H])=C(/[H])c1nc([H])n([H])c1[H],0,0,
[H]c1c([H])c([H])c(C([H])([H])C([H])(C(=O)N([H])c2c([H])c([H])c3nn(C([H])([H])[H])c([H])c3c2[H])n2c([H])c(OC([H])([H])[H])c(-c3c([H])c(Cl)c([H])c([H])c3C(=O)C([H])([H])[H])c([H])c2=O)c([H])c1[H],,0,
[H]Oc1c([H])c([H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c1-c1nc([H])c([H])c([H])c1[H],0,,
[H]c1c([H])c(Cl)c(F)c(C2([H])C(C#N)(c3c([H])c([H])c(Cl)c([H])c3F)C([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])C2([H])C(=O)N([H])c2c([H])c([H])c(C(=O)[O-])c(OC([H])([H])[H])c2[H])c1[H],,0,
[H]c1nc(N2C([H])([H])C([H])([H])c3c(N([H])c4nc([H])c(C(F)(F)F)c([H])c4[H])nc(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])[n+]([H])c3C([H])([H])C2([H])[H])c(C(F)(F)F)c([H])c1[H],0,0,
[H]OC1=C2C(=C([H])C1([H])[H])N(c1c([H])c([H])c([H])c(C(F)(F)F)c1[H])C(=O)N(C([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(=O)n([H])c1[H])C2([H])c1c([H])c([H])c(C#N)c([H])c1[H],0,,
[H]c1nc(N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2P(=O)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1Cl,,0,
[H]c1nc(N([H])c2c([H])c(C([H])([H])[H])c([H])c(-c3c([H])nc(N([H])C4([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])Oc5c([H])c([H])c([H])c([H])c5[H])C([H])([H])C4([H])[H])c([H])c3[H])[n+]2[H])c([H])c(C(F)(F)F)c1[H],0,,
[H]c1c([H])c(C2([H])c3c(nc4sc(C([H])([H])[H])nn34)C([H])([H])C([H])([H])N2C(=O)C([H])([H])Oc2c([H])c([H])c(N3C([H])([H])C(F)(F)C3([H])[H])c([H])c2Cl)c(F)c([H])c1Cl,0,0,
[H]c1c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([O-])c2C([H])([H])[H])c([H])c(C(=O)[O-])c1F,0,0,
[H]c1c([H])c(N([H])C(=O)c2c([H])c3c([H])c(Cl)c([H])c([H])c3n2[H])c(N([H])C(=O)c2nc3c(s2)C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c1OC([H])([H])C(C(=O)OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,0,
